Income,Recency,Customer_Days,Total_Spending,Total_Purchases,Cluster,Segment,Recommendation,Strategy,Channels,Offers,Goal,Customer_Review,Predicted_Sentiment
50611.0,98,4921,493,22,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"The vanilla and mint flavored Stevita drops are my favorite. As with any stevia product, you must be careful of the dosage. Add too much and it will have an aftertaste described in some of the previous reviews. If it tastes funny, try adding less next time.<br /><br />You used to be able to buy this stuff for about $2 a bottle. Why has the price shot up so much?",Positive
61209.0,73,4596,957,13,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,"I'm usually very particular in what I use treat my skin, but as it stand I have zero complaints about this product. It's smells great, it does fantastic damage control on my acne probe face, and I'm had no problems , no tightness, no residue, not a thing!",Positive
42315.0,90,4640,270,12,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"Unbelievably delicious!  I sometimes crave this cereal.  I agree with other reviewers that it is high in sugar and calories, but it is so good I could care less.  Some things are just worth the calories, and this one is one such thing.",Positive
13084.0,29,4527,29,5,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,I was disappointed with this tea.  The taste was no better than Liptons Yellow Label Tea.  I expected more from a Stash loose tea since I have had good expereience with some of their tea bags.,Negative
47570.0,3,4684,121,9,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,"I gave this a try, as I love bacon.  I usually use the crumbled real bacon to put in salads, eggs, sandwiches...<br /><br />So although I am not a big fan of mayonnaise, I figured if it made my sandwich taste like I had a couple of strips of bacon, well that would be really great !<br /><br />The spread tastes like a very salty mayonnaise with smoke flavoring added. Not really like bacon.  I tried it on a sandwich and most of what I could taste was the salt, MSG and a little smoke flavor.  Fake bacon bits sprinkled on the sandwich would have been a better choice.",Negative
61923.0,94,4626,126,8,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,"That is the third ingredient.  Potassium citrate is the fourth.<br /><br />Is potassium bicarbonate a ""natural"" ingredient, since it is found rarely in nature?  I drink coffee every day and have never added these two chemicals to my cup of coffee.<br /><br />I have read that potassium citrate is used as a diuretic, particularly in veterinary treatments.  Was it really necessary to add these two chemicals to the ""Espresso Style"" coffee mix?  If it had been nothing but plain black coffee of typical good illy quality, then it would have rated a 5.  I will not be buying it.",Negative
34824.0,65,4383,23,4,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,I'm a popcorn lover!  I have diverticulitis and really shouldn't eat popcorn at all but these little kernels have a hull that almost disappears when it pops. I have very little to no trouble eating this popcorn.<br />NOW the best part.  It has a wonderful flavor and texture.  This jar has a lot of popcorn in it and is well worth the money.<br />I recommend popping your popcorn in a Whirlypop corn popper.,Positive
26518.0,33,4735,57,8,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"After losing a dog at the age of 9, we looked into providing our pets with a better quality dog food just in case the Purina Pro Plan they had been eating was even partially responsible for her early death.<br /><br />The Wellness dry foods were one of the brands we tried. We took the effort to slowly introduce the food and gave it a good 4 months before finally giving up.<br /><br />Our dogs did not seem to really like this food. I am not sure if it was the taste or if it was the terrible gas or diarrhea it gave them. It would sit in their bowl for hours before they finally gave in and finished it.<br /><br />After much thought we decided that we would rather our dogs enjoy their food and not suffer from daily diarrhea than force them to eat this food, even if it might extend their life a little.<br /><br />We settled on Science Diet brand. They gobble it up at every meal and have returned to normal bowel movements. I realize the ingredients are not as good as Wellness brand, but I feel better about their quality of life.",Negative
45938.0,46,4526,636,20,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,"Just made the first pot this Saturday morning for the wife and myself.  Used a burr type coffee grinder and used my drip type coffee maker.<br />Used (3) scoops for 10-cups of coffee.<br />The aroma was great, the brew was dark and rich and the taste was superb.<br />So good as a matter of fact that we made an additional pot.<br />If you like a hearty and fulfilling cup of coffee I highly recommend this coffee.",Positive
78468.0,29,4369,1004,28,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,I absolutely love this product.  The cats enjoy them and they keep hairballs away.  I have signed up for auto-ship because I couldn't live without them.,Positive
78901.0,99,4573,734,20,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,"I have used this product for 10 yrs and prefer it to the ""blue"" envelopes and the ""pink"" envelopes.  It's easily carried with me and I'm never without it.",Positive
71427.0,26,4397,614,20,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"The word 'Newtons"" makes me think of figs but this tasty treat might change that designation. You can really taste the blueberries in every crispy 'biscuit' I use the 'biscuit' term because this is much more akin to an English biscuit (cookie) than the normal American fare. The package heralds the blueberries and brown sugar and for once it's a valid claim  - you can really taste them both. If you like a cup of hot tea, this tasty treat makes an excellent accompaniment! And if it goes well with my afternoon cuppa then this praise is praise indeed!",Positive
71022.0,30,4426,1453,21,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"This is one of the best canned chili's on the market. Hard to find around where I live, glad I found some on Amazon!",Positive
90247.0,27,4349,1621,15,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"I wish Amazon would require any coffee with sweet artificial flavorings to be plainly identified as such.  Then folks who really dislike coffee adulterated this way could avoid getting another disappointing flavored cup of coffee.  This stuff tastes the way I imagine Newman's Own Extra Bold coffee would taste with curdled, spoiled Bailey's Irish Cream dumped in it - nasty.  Shudder!!!",Negative
41335.0,24,4473,187,12,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,Our favorite coffee is Donut Shop by Coffee People and we were curious with this new type of Kcup. Although not the same as Donut Shop this coffee has a wonderful flavor. If you like a strong full bodied flavor use the middle setting otherwise the 10 ounce setting will still give you a very full bodied coffee without being watered down. All in all we will definitely be ordering this again. The best at .44 cents a cup this is a great value.,Positive
71952.0,93,4823,1443,22,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"i drink the 'orgain' mocha protein drink at least once a day.  i would love to drink it a second time - and, sometimes i<br />cannot resist.  it is terrific.  the price on amazon is the 'best' with free shipping.  try it and you will become 'addicted'<br />too.",Positive
35682.0,34,4290,57,6,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,"My cat is crazy for them - no fillers, no additives - a healthy treat she loves.",Positive
43185.0,88,4733,637,20,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,"This candy is delicious!  I kind of wished I had ordered more of it.  The only problem for me is that the pieces are very big, which I think probably helps to keep them so fresh.  I can actually get five bites from one piece, but then I have a small mouth!",Positive
66375.0,96,4508,948,14,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"Chuck a bag into your water bottle and sip cold during the day, or make a tea every 4 hours or so.  Decimates bloating, mood swings, foggy brain, cramps.  Start drinking it at the first twinges of pms for strongest results.  I've used this for years and don't know what I did before it.",Positive
35178.0,10,4823,59,5,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,"Want a fast, easy, yet satisfying soup? This stuff beats everything. Tastes like something you've been cooking all day - as good as or better than the best I've had in restaurants. Add meat if you like, otherwise it's perfect right out of the bag.<br /><br />You can tell the manufacturer knows how special their product is, by the way. The heavy, insulated packaging materials are clearly designed to preserve the aroma of the ingredients. Just lovely stuff. Buy some and see!<br /><br />PS: Another commenter mentioned the saltiness of the soup. I'm not getting that, but I'd bet it's a question of the water/soup mix ratio. ""Too salty"" probably means it was cooked too long, or as I say too much mix was in the water. Thing is, many people think pea soup should be, er, 'as thick as pea soup'. But I'd err on the 'thin' side with this soup. (Same goes for clam chowder. Many people think it needs to be thick. But the best chowder I ever had was no thicker than any other soup. Thickness is easier to achieve than good flavor, so many purveyors of pea soup or clam chowder err on the side of chunkiness.)",Positive
