Income,Recency,Customer_Days,Total_Spending,Total_Purchases,Cluster,Segment,Recommendation,Strategy,Channels,Offers,Goal
49618.0,77,4807,129,11,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value
21888.0,15,4835,213,12,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value
42429.0,99,4426,67,7,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency
26150.0,61,4763,28,5,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers
30801.0,23,4899,45,6,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers
81168.0,84,4341,1193,18,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value
26877.0,74,4602,268,12,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers
45006.0,90,4634,266,12,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency
18978.0,41,4853,37,5,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency
22574.0,28,4532,37,7,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value
48240.0,73,4885,882,25,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn
45837.0,88,4626,373,18,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value
35791.0,94,4707,35,6,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value
162397.0,31,4679,107,1,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn
54162.0,31,4756,42,5,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers
30522.0,6,4969,326,17,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn
54456.0,23,4641,404,17,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers
31632.0,92,4638,95,6,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency
72298.0,52,4399,939,14,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value
36975.0,50,4471,33,5,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency
72635.0,54,4679,981,21,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn
13624.0,93,4813,36,7,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value
84196.0,56,4679,1237,20,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value
70971.0,28,4934,1825,34,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn
34487.0,94,4949,103,9,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn
28769.0,76,4846,191,12,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn
69084.0,43,4510,1586,25,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers
65488.0,46,4304,963,14,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn
62466.0,13,4453,889,26,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers
32218.0,27,4422,93,7,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency
83917.0,12,4725,1587,21,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value
46102.0,3,4399,16,4,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency
84574.0,72,4678,1375,32,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency
56181.0,6,4825,393,14,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency
63120.0,53,4927,1477,26,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn
73691.0,58,4523,1179,18,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn
63381.0,78,4920,1005,26,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value
76140.0,57,4335,1348,21,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency
62859.0,37,4834,1307,23,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers
45906.0,20,4706,486,15,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn
77632.0,73,4764,2252,13,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers
46463.0,56,4603,235,17,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn
105471.0,36,4812,1724,30,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn
55282.0,9,4486,235,11,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn
78710.0,42,4325,1092,28,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value
66886.0,28,4574,599,17,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency
98777.0,23,4420,2008,19,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers
29103.0,38,4959,48,6,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value
67445.0,63,4974,1174,32,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency
50616.0,71,4365,67,7,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers
49431.0,9,4983,365,15,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value
153924.0,81,4430,6,0,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn
61278.0,87,4464,165,10,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers
26490.0,92,4933,210,11,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency
73059.0,36,4590,1095,26,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers
46734.0,86,4539,223,12,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency
56253.0,83,4857,597,22,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value
19986.0,74,4515,22,4,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value
58330.0,87,4474,1064,24,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value
